imageName,cameraID,POSIXTime,i,j,k,ustxX,ustxZ,x,y,z,azimuth,axial,roiFFTEnergy,rouFFTEnergy,imageMean,referenceBeamIntensity,objectBeamIntensity,ch2Mean,ch3Mean,ch0Std,ch1Std,ch2Std,ch3Std
hologramImage111,213,118526307,10,2,0,0,0,10,2,30,0,18,2.07842e+07,7.36936e+06,456.913,0,0,0,0,0,0,0,0
hologramImage112,213,118527027,11,2,0,0,0,11,2,30,0,18,1.84072e+07,6.91981e+06,440.736,0,0,0,0,0,0,0,0
hologramImage113,213,118527807,12,2,0,0,0,12,2,30,0,18,1.8036e+07,6.99704e+06,438.8,0,0,0,0,0,0,0,0
hologramImage114,213,118528647,13,2,0,0,0,13,2,30,0,18,1.91672e+07,7.13154e+06,447.4,0,0,0,0,0,0,0,0
hologramImage115,213,118529447,14,2,0,0,0,14,2,30,0,18,1.77932e+07,6.96398e+06,437.607,0,0,0,0,0,0,0,0
hologramImage116,213,118530227,15,2,0,0,0,15,2,30,0,18,1.77516e+07,7.21729e+06,449.441,0,0,0,0,0,0,0,0
hologramImage117,213,118531017,16,2,0,0,0,16,2,30,0,18,1.69587e+07,7.07983e+06,445.935,0,0,0,0,0,0,0,0
hologramImage118,213,118531797,17,2,0,0,0,17,2,30,0,18,1.4638e+07,6.78043e+06,434.786,0,0,0,0,0,0,0,0
hologramImage119,213,118532577,18,2,0,0,0,18,2,30,0,18,1.35331e+07,7.05452e+06,444.875,0,0,0,0,0,0,0,0
hologramImage120,213,118533357,19,2,0,0,0,19,2,30,0,18,1.09554e+07,6.68115e+06,422.531,0,0,0,0,0,0,0,0
hologramImage121,213,118534137,20,2,0,0,0,20,2,30,0,18,1.02628e+07,6.99153e+06,446.032,0,0,0,0,0,0,0,0
hologramImage122,213,118534847,21,2,0,0,0,21,2,30,0,18,8.72415e+06,6.83628e+06,434.323,0,0,0,0,0,0,0,0
hologramImage123,213,118535727,22,2,0,0,0,22,2,30,0,18,8.73187e+06,7.10853e+06,439.771,0,0,0,0,0,0,0,0
hologramImage124,213,118536437,23,2,0,0,0,23,2,30,0,18,8.03324e+06,6.68409e+06,428.291,0,0,0,0,0,0,0,0
hologramImage125,213,118537267,24,2,0,0,0,24,2,30,0,18,8.15032e+06,6.83675e+06,431.375,0,0,0,0,0,0,0,0
hologramImage126,213,118538077,25,2,0,0,0,25,2,30,0,18,8.37059e+06,6.94424e+06,443.187,0,0,0,0,0,0,0,0
hologramImage127,213,118538797,26,2,0,0,0,26,2,30,0,18,8.37633e+06,7.00892e+06,444.7,0,0,0,0,0,0,0,0
hologramImage128,213,118539607,27,2,0,0,0,27,2,30,0,18,8.76767e+06,7.0872e+06,442.216,0,0,0,0,0,0,0,0
hologramImage129,213,118540427,28,2,0,0,0,28,2,30,0,18,9.05862e+06,7.17833e+06,450.418,0,0,0,0,0,0,0,0
hologramImage130,213,118541137,29,2,0,0,0,29,2,30,0,18,9.45012e+06,7.13231e+06,446.56,0,0,0,0,0,0,0,0
hologramImage131,213,118541867,30,2,0,0,0,30,2,30,0,18,9.89517e+06,7.09922e+06,445.541,0,0,0,0,0,0,0,0
hologramImage132,213,118542677,31,2,0,0,0,31,2,30,0,18,1.0218e+07,6.94383e+06,439.699,0,0,0,0,0,0,0,0
hologramImage133,213,118543527,32,2,0,0,0,32,2,30,0,18,1.14043e+07,7.31638e+06,454.513,0,0,0,0,0,0,0,0
hologramImage134,213,118544437,33,2,0,0,0,33,2,30,0,18,1.20566e+07,6.85777e+06,440.119,0,0,0,0,0,0,0,0
hologramImage135,213,118545147,34,2,0,0,0,34,2,30,0,18,1.43618e+07,6.90845e+06,438.535,0,0,0,0,0,0,0,0
hologramImage136,213,118545987,35,2,0,0,0,35,2,30,0,18,1.67954e+07,6.82132e+06,437.662,0,0,0,0,0,0,0,0
hologramImage137,213,118546857,36,2,0,0,0,36,2,30,0,18,1.82019e+07,6.98194e+06,438.757,0,0,0,0,0,0,0,0
hologramImage138,213,118547577,37,2,0,0,0,37,2,30,0,18,1.82508e+07,6.80296e+06,436.604,0,0,0,0,0,0,0,0
hologramImage139,213,118548387,38,2,0,0,0,38,2,30,0,18,1.94241e+07,7.01582e+06,441.421,0,0,0,0,0,0,0,0
hologramImage140,213,118549207,39,2,0,0,0,39,2,30,0,18,1.94131e+07,7.05452e+06,442.329,0,0,0,0,0,0,0,0
hologramImage141,213,118550007,40,2,0,0,0,40,2,30,0,18,1.95154e+07,7.16391e+06,445.051,0,0,0,0,0,0,0,0
hologramImage142,213,118550837,41,2,0,0,0,41,2,30,0,18,1.83705e+07,6.96184e+06,435.307,0,0,0,0,0,0,0,0
hologramImage143,213,118551657,42,2,0,0,0,42,2,30,0,18,1.74784e+07,6.88041e+06,439.694,0,0,0,0,0,0,0,0
hologramImage144,213,118552497,43,2,0,0,0,43,2,30,0,18,1.79003e+07,7.26213e+06,448.318,0,0,0,0,0,0,0,0
hologramImage145,213,118553357,44,2,0,0,0,44,2,30,0,18,1.67716e+07,6.91437e+06,439.507,0,0,0,0,0,0,0,0
hologramImage146,213,118554477,45,2,0,0,0,45,2,30,0,18,1.62812e+07,7.06708e+06,441.603,0,0,0,0,0,0,0,0
hologramImage147,213,118555307,46,2,0,0,0,46,2,30,0,18,1.56809e+07,6.90335e+06,435.461,0,0,0,0,0,0,0,0
hologramImage148,213,118556137,47,2,0,0,0,47,2,30,0,18,1.59931e+07,6.98756e+06,444.481,0,0,0,0,0,0,0,0
hologramImage149,213,118556977,48,2,0,0,0,48,2,30,0,18,1.52262e+07,6.84452e+06,438.545,0,0,0,0,0,0,0,0
hologramImage150,213,118557757,49,2,0,0,0,49,2,30,0,18,1.48522e+07,6.94935e+06,437.051,0,0,0,0,0,0,0,0
hologramImage151,213,118568827,0,3,0,0,0,0,3,30,0,18,1.63422e+07,7.10301e+06,449.847,0,0,0,0,0,0,0,0
hologramImage152,213,118569617,1,3,0,0,0,1,3,30,0,18,1.58695e+07,6.96291e+06,445.088,0,0,0,0,0,0,0,0
hologramImage153,213,118570407,2,3,0,0,0,2,3,30,0,18,1.56447e+07,7.00718e+06,437.052,0,0,0,0,0,0,0,0
hologramImage154,213,118571187,3,3,0,0,0,3,3,30,0,18,1.70641e+07,7.0861e+06,442.347,0,0,0,0,0,0,0,0
hologramImage155,213,118571967,4,3,0,0,0,4,3,30,0,18,1.75861e+07,6.82999e+06,436.409,0,0,0,0,0,0,0,0
hologramImage156,213,118572787,5,3,0,0,0,5,3,30,0,18,1.92503e+07,7.0151e+06,438.613,0,0,0,0,0,0,0,0
hologramImage157,213,118573587,6,3,0,0,0,6,3,30,0,18,1.96031e+07,6.87325e+06,431.488,0,0,0,0,0,0,0,0
hologramImage158,213,118574367,7,3,0,0,0,7,3,30,0,18,2.22588e+07,7.20066e+06,450.391,0,0,0,0,0,0,0,0
hologramImage159,213,118575157,8,3,0,0,0,8,3,30,0,18,2.08491e+07,6.87092e+06,436.56,0,0,0,0,0,0,0,0
hologramImage160,213,118575987,9,3,0,0,0,9,3,30,0,18,2.10269e+07,6.91758e+06,442.559,0,0,0,0,0,0,0,0
hologramImage161,213,118576777,10,3,0,0,0,10,3,30,0,18,2.07644e+07,7.13645e+06,443.632,0,0,0,0,0,0,0,0
hologramImage162,213,118577557,11,3,0,0,0,11,3,30,0,18,2.04411e+07,7.101e+06,448.01,0,0,0,0,0,0,0,0
hologramImage163,213,118578337,12,3,0,0,0,12,3,30,0,18,2.06033e+07,7.13535e+06,451.145,0,0,0,0,0,0,0,0
hologramImage164,213,118579116,13,3,0,0,0,13,3,30,0,18,1.97964e+07,7.06453e+06,437.692,0,0,0,0,0,0,0,0
hologramImage165,213,118579896,14,3,0,0,0,14,3,30,0,18,1.98964e+07,7.05671e+06,441.171,0,0,0,0,0,0,0,0
hologramImage166,213,118580747,15,3,0,0,0,15,3,30,0,18,1.90066e+07,7.05175e+06,441.035,0,0,0,0,0,0,0,0
hologramImage167,213,118581606,16,3,0,0,0,16,3,30,0,18,1.70914e+07,6.89167e+06,442.466,0,0,0,0,0,0,0,0
hologramImage168,213,118582486,17,3,0,0,0,17,3,30,0,18,1.53622e+07,7.15645e+06,450.71,0,0,0,0,0,0,0,0
hologramImage169,213,118583296,18,3,0,0,0,18,3,30,0,18,1.25053e+07,7.27963e+06,446.797,0,0,0,0,0,0,0,0
hologramImage170,213,118584076,19,3,0,0,0,19,3,30,0,18,1.06915e+07,7.01486e+06,439.73,0,0,0,0,0,0,0,0
hologramImage171,213,118585016,20,3,0,0,0,20,3,30,0,18,1.01824e+07,7.1325e+06,450.421,0,0,0,0,0,0,0,0
hologramImage172,213,118585826,21,3,0,0,0,21,3,30,0,18,9.45124e+06,7.15063e+06,449.167,0,0,0,0,0,0,0,0
hologramImage173,213,118586686,22,3,0,0,0,22,3,30,0,18,8.69641e+06,6.88649e+06,440.699,0,0,0,0,0,0,0,0
hologramImage174,213,118587496,23,3,0,0,0,23,3,30,0,18,8.85899e+06,7.10113e+06,446.651,0,0,0,0,0,0,0,0
hologramImage175,213,118588297,24,3,0,0,0,24,3,30,0,18,8.89501e+06,7.2282e+06,450.969,0,0,0,0,0,0,0,0
hologramImage176,213,118588997,25,3,0,0,0,25,3,30,0,18,8.28479e+06,6.94423e+06,437.732,0,0,0,0,0,0,0,0
hologramImage177,213,118589846,26,3,0,0,0,26,3,30,0,18,7.99027e+06,6.72006e+06,423.944,0,0,0,0,0,0,0,0
hologramImage178,213,118590656,27,3,0,0,0,27,3,30,0,18,8.75461e+06,7.11815e+06,442.825,0,0,0,0,0,0,0,0
hologramImage179,213,118591516,28,3,0,0,0,28,3,30,0,18,8.90933e+06,6.76943e+06,435.034,0,0,0,0,0,0,0,0
hologramImage180,213,118592396,29,3,0,0,0,29,3,30,0,18,9.43105e+06,6.93551e+06,437.207,0,0,0,0,0,0,0,0
hologramImage181,213,118593246,30,3,0,0,0,30,3,30,0,18,1.03409e+07,7.21908e+06,448.195,0,0,0,0,0,0,0,0
hologramImage182,213,118594106,31,3,0,0,0,31,3,30,0,18,9.65419e+06,6.97201e+06,446.475,0,0,0,0,0,0,0,0
hologramImage183,213,118594836,32,3,0,0,0,32,3,30,0,18,1.04892e+07,7.10839e+06,444.469,0,0,0,0,0,0,0,0
hologramImage184,213,118595716,33,3,0,0,0,33,3,30,0,18,1.19816e+07,7.15635e+06,444.41,0,0,0,0,0,0,0,0
hologramImage185,213,118596526,34,3,0,0,0,34,3,30,0,18,1.46342e+07,7.19683e+06,449.264,0,0,0,0,0,0,0,0
hologramImage186,213,118597346,35,3,0,0,0,35,3,30,0,18,1.67415e+07,7.01398e+06,441.447,0,0,0,0,0,0,0,0
hologramImage187,213,118598146,36,3,0,0,0,36,3,30,0,18,1.89384e+07,6.98946e+06,439.214,0,0,0,0,0,0,0,0
hologramImage188,213,118598956,37,3,0,0,0,37,3,30,0,18,1.95592e+07,7.02723e+06,439.672,0,0,0,0,0,0,0,0
hologramImage189,213,118599736,38,3,0,0,0,38,3,30,0,18,1.97554e+07,7.05844e+06,442.46,0,0,0,0,0,0,0,0
hologramImage190,213,118600516,39,3,0,0,0,39,3,30,0,18,1.98373e+07,6.9051e+06,438.435,0,0,0,0,0,0,0,0
hologramImage191,213,118601326,40,3,0,0,0,40,3,30,0,18,2.01689e+07,7.05632e+06,442.616,0,0,0,0,0,0,0,0
hologramImage192,213,118602146,41,3,0,0,0,41,3,30,0,18,1.88062e+07,6.90281e+06,432.234,0,0,0,0,0,0,0,0
hologramImage193,213,118602996,42,3,0,0,0,42,3,30,0,18,1.87548e+07,7.11491e+06,442.418,0,0,0,0,0,0,0,0
hologramImage194,213,118603816,43,3,0,0,0,43,3,30,0,18,1.7837e+07,6.97721e+06,437.75,0,0,0,0,0,0,0,0
hologramImage195,213,118604666,44,3,0,0,0,44,3,30,0,18,1.73917e+07,7.10448e+06,445.662,0,0,0,0,0,0,0,0
hologramImage196,213,118605506,45,3,0,0,0,45,3,30,0,18,1.55115e+07,6.80811e+06,426.976,0,0,0,0,0,0,0,0
hologramImage197,213,118606376,46,3,0,0,0,46,3,30,0,18,1.59252e+07,7.02042e+06,440.2,0,0,0,0,0,0,0,0
hologramImage198,213,118607106,47,3,0,0,0,47,3,30,0,18,1.60903e+07,7.13767e+06,447.184,0,0,0,0,0,0,0,0
hologramImage199,213,118607946,48,3,0,0,0,48,3,30,0,18,1.60191e+07,7.22067e+06,446.626,0,0,0,0,0,0,0,0
