imageName,cameraSN,cameraID,POSIXTime,i,j,k,x,y,z,roiFFTEnergy,rouFFTEnergy,imageMean,referenceBeamIntensity,objectBeamIntensity,ch2Mean,ch3Mean,ch0Std,ch1Std,ch2Std,ch3Std
hologramImage1,0009080805D00933,camera206,68594394,0,0,0,2,0,0.1,9.76142e+06,2.06623e+06,196.613,0,0,0,0,0,0,0,0
hologramImage2,0009080805D00933,camera206,68596038,1,0,0,2.7,0,0.1,1.04679e+07,2.07294e+06,196.494,3.10523,0.759298,5.3292,1.03941,0.185026,0.125649,0.124361,0.12576
hologramImage3,0009080805D00933,camera206,68597654,2,0,0,3.4,0,0.1,1.12373e+07,2.06424e+06,196.996,3.10285,0.764193,5.30741,1.04109,0.185072,0.125989,0.126405,0.126171
hologramImage4,0009080805D00933,camera206,68599269,3,0,0,4.1,0,0.1,1.16166e+07,2.02565e+06,195.417,3.12175,0.767269,5.28649,1.04064,0.186681,0.125835,0.127245,0.126089
hologramImage5,0009080805D00933,camera206,68600875,4,0,0,4.8,0,0.1,1.22492e+07,2.02318e+06,193.593,3.03649,0.769056,5.30305,1.03939,0.181327,0.125925,0.125303,0.126105
hologramImage6,0009080805D00933,camera206,68602497,5,0,0,5.5,0,0.1,1.28113e+07,2.0245e+06,192.668,3.09102,0.786991,5.3125,1.04116,0.183979,0.126091,0.125354,0.126135
hologramImage7,0009080805D00933,camera206,68604101,6,0,0,6.2,0,0.1,1.24027e+07,2.00984e+06,193.73,3.07999,0.789677,5.29803,1.04094,0.1851,0.126059,0.127617,0.126108
hologramImage8,0009080805D00933,camera206,68605712,7,0,0,6.9,0,0.1,1.37145e+07,2.02311e+06,193.824,3.11291,0.792784,5.32262,1.04085,0.184957,0.12604,0.125376,0.126116
hologramImage9,0009080805D00933,camera206,68607336,8,0,0,7.6,0,0.1,1.38095e+07,2.02269e+06,194.703,3.1177,0.796087,5.31382,1.04112,0.185793,0.125981,0.126425,0.126019
hologramImage10,0009080805D00933,camera206,68608946,9,0,0,8.3,0,0.1,1.40285e+07,2.01736e+06,193.85,3.14615,0.798468,5.32842,1.04043,0.186481,0.125901,0.127644,0.126039
hologramImage11,0009080805D00933,camera206,68610563,10,0,0,9,0,0.1,1.42397e+07,2.02247e+06,194.815,3.12935,0.801607,5.2921,1.04066,0.186405,0.126011,0.127114,0.126022
hologramImage12,0009080805D00933,camera206,68612161,11,0,0,9.7,0,0.1,1.43371e+07,2.01874e+06,194.356,3.15893,0.804605,5.31735,1.04071,0.185664,0.125783,0.125384,0.125872
hologramImage13,0009080805D00933,camera206,68613782,12,0,0,10.4,0,0.1,1.39818e+07,2.02266e+06,195.088,3.12393,0.807665,5.32219,1.04099,0.184638,0.125914,0.12603,0.125909
hologramImage14,0009080805D00933,camera206,68615363,13,0,0,11.1,0,0.1,1.44782e+07,2.0371e+06,195.681,3.16486,0.810324,5.30664,1.0408,0.187462,0.125785,0.126609,0.125798
hologramImage15,0009080805D00933,camera206,68616996,14,0,0,11.8,0,0.1,1.45108e+07,2.0208e+06,194.479,3.18245,0.812973,5.33192,1.04077,0.187745,0.125841,0.126633,0.125895
hologramImage16,0009080805D00933,camera206,68618608,15,0,0,12.5,0,0.1,1.48255e+07,2.03697e+06,196.191,3.14818,0.81554,5.31847,1.04061,0.18531,0.125889,0.125398,0.125911
hologramImage17,0009080805D00933,camera206,68620214,16,0,0,13.2,0,0.1,1.48041e+07,2.03055e+06,195.909,3.2034,0.818278,5.33992,1.04071,0.188213,0.125817,0.126135,0.125871
hologramImage18,0009080805D00933,camera206,68621834,17,0,0,13.9,0,0.1,1.51053e+07,2.02185e+06,196.181,3.19697,0.820651,5.33117,1.0405,0.18823,0.125686,0.125615,0.125716
hologramImage19,0009080805D00933,camera206,68623457,18,0,0,14.6,0,0.1,1.4477e+07,2.02125e+06,196.01,3.21036,0.823292,5.33334,1.04071,0.189516,0.125788,0.126826,0.125804
hologramImage20,0009080805D00933,camera206,68625074,19,0,0,15.3,0,0.1,1.50309e+07,2.02192e+06,196.207,3.19851,0.825731,5.35961,1.04059,0.188067,0.125719,0.125725,0.125728
hologramImage21,0009080805D00933,camera206,68626701,20,0,0,16,0,0.1,1.46427e+07,1.99615e+06,194.666,3.21063,0.828651,5.35345,1.04108,0.189539,0.125832,0.126479,0.125822
hologramImage22,0009080805D00933,camera206,68628327,21,0,0,16.7,0,0.1,1.47933e+07,2.0079e+06,195.424,3.14358,0.830629,5.35585,1.04091,0.186846,0.126047,0.126906,0.125995
hologramImage23,0009080805D00933,camera206,68629934,22,0,0,17.4,0,0.1,1.47204e+07,1.98469e+06,194.048,3.16972,0.832943,5.35556,1.04095,0.187927,0.12595,0.126261,0.125928
hologramImage24,0009080805D00933,camera206,68631521,23,0,0,18.1,0,0.1,1.50112e+07,1.98857e+06,194.246,3.1182,0.835492,5.33617,1.04134,0.185876,0.126107,0.126004,0.12601
hologramImage25,0009080805D00933,camera206,68633123,24,0,0,18.8,0,0.1,1.52441e+07,1.99169e+06,194.814,3.13027,0.836987,5.32434,1.04086,0.186747,0.125956,0.125573,0.125894
hologramImage26,0009080805D00933,camera206,68634755,25,0,0,19.5,0,0.1,1.52528e+07,1.99047e+06,195.19,3.13698,0.839199,5.35884,1.04098,0.186543,0.126042,0.12623,0.125987
hologramImage27,0009080805D00933,camera206,68636350,26,0,0,20.2,0,0.1,1.50155e+07,1.98442e+06,194.002,3.15919,0.841251,5.33654,1.04098,0.187866,0.126005,0.124674,0.125947
hologramImage28,0009080805D00933,camera206,68637963,27,0,0,20.9,0,0.1,1.5341e+07,1.97866e+06,194.207,3.10643,0.842926,5.36475,1.04077,0.186041,0.126067,0.124965,0.12594
hologramImage29,0009080805D00933,camera206,68639592,28,0,0,21.6,0,0.1,1.52364e+07,2.00813e+06,195.995,3.11921,0.844961,5.37277,1.04081,0.182057,0.125898,0.127407,0.125976
hologramImage30,0009080805D00933,camera206,68641216,29,0,0,22.3,0,0.1,1.51035e+07,2.00419e+06,195.188,3.18974,0.846762,5.36856,1.04078,0.187729,0.125952,0.125446,0.125938
hologramImage31,0009080805D00933,camera206,68642834,30,0,0,23,0,0.1,1.50584e+07,2.00785e+06,196.604,3.16731,0.848659,5.33506,1.04077,0.18727,0.126114,0.12673,0.126049
hologramImage32,0009080805D00933,camera206,68644448,31,0,0,23.7,0,0.1,1.50688e+07,1.99867e+06,196.287,3.20278,0.850589,5.38655,1.04073,0.188596,0.125856,0.128429,0.125838
hologramImage33,0009080805D00933,camera206,68646075,32,0,0,24.4,0,0.1,1.50311e+07,1.99988e+06,195.76,3.20272,0.852263,5.35227,1.04057,0.187845,0.125857,0.124481,0.125811
hologramImage34,0009080805D00933,camera206,68647689,33,0,0,25.1,0,0.1,1.46792e+07,2.00913e+06,196.146,3.18576,0.854504,5.34513,1.04088,0.187678,0.125952,0.126886,0.125899
hologramImage35,0009080805D00933,camera206,68649318,34,0,0,25.8,0,0.1,1.46537e+07,2.02023e+06,196.832,3.19924,0.856282,5.35127,1.04083,0.187855,0.125849,0.125004,0.12578
hologramImage36,0009080805D00933,camera206,68650935,35,0,0,26.5,0,0.1,1.48085e+07,2.02042e+06,197.098,3.23362,0.857831,5.34171,1.04049,0.188701,0.125895,0.125593,0.125838
hologramImage37,0009080805D00933,camera206,68652553,36,0,0,27.2,0,0.1,1.48438e+07,2.01756e+06,196.421,3.24393,0.860026,5.35992,1.04075,0.188879,0.12588,0.127532,0.125878
hologramImage38,0009080805D00933,camera206,68654148,37,0,0,27.9,0,0.1,1.49221e+07,2.02675e+06,197.217,3.21468,0.861563,5.3336,1.04062,0.187272,0.125896,0.127132,0.12585
hologramImage39,0009080805D00933,camera206,68655771,38,0,0,28.6,0,0.1,1.48859e+07,2.01484e+06,196.536,3.25133,0.863337,5.34887,1.04044,0.18872,0.125904,0.122726,0.125864
hologramImage40,0009080805D00933,camera206,68657358,39,0,0,29.3,0,0.1,1.44644e+07,1.9991e+06,197.529,3.22861,0.865203,5.32946,1.04051,0.188749,0.125946,0.127556,0.125903
hologramImage41,0009080805D00933,camera206,68658982,40,0,0,30,0,0.1,1.43395e+07,2.02527e+06,197.8,3.25554,0.867114,5.34763,1.04045,0.18999,0.125715,0.126321,0.125699
hologramImage42,0009080805D00933,camera206,68660609,41,0,0,30.7,0,0.1,1.39107e+07,2.02945e+06,197.152,3.2565,0.868894,5.38073,1.04041,0.187097,0.125606,0.125586,0.125624
hologramImage43,0009080805D00933,camera206,68662238,42,0,0,31.4,0,0.1,1.32941e+07,2.00095e+06,196.791,3.2502,0.870871,5.35366,1.04068,0.191511,0.12597,0.128918,0.125922
hologramImage44,0009080805D00933,camera206,68663890,43,0,0,32.1,0,0.1,1.27078e+07,2.00665e+06,196.661,3.22483,0.872475,5.36295,1.04058,0.187598,0.125914,0.126207,0.125811
hologramImage45,0009080805D00933,camera206,68665520,44,0,0,32.8,0,0.1,1.21373e+07,2.02268e+06,197.396,3.2347,0.874172,5.34806,1.04057,0.190591,0.12589,0.126764,0.125827
hologramImage46,0009080805D00933,camera206,68667141,45,0,0,33.5,0,0.1,1.1391e+07,1.99626e+06,196.103,3.25926,0.875753,5.35826,1.0403,0.189589,0.12577,0.125628,0.125696
hologramImage47,0009080805D00933,camera206,68668754,46,0,0,34.2,0,0.1,1.1456e+07,2.01049e+06,196.331,3.20356,0.877794,5.34217,1.04066,0.187937,0.125929,0.126171,0.125849
hologramImage48,0009080805D00933,camera206,68670375,47,0,0,34.9,0,0.1,1.16407e+07,2.01884e+06,196.803,3.21896,0.879661,5.33477,1.04085,0.188317,0.126058,0.127133,0.125962
hologramImage49,0009080805D00933,camera206,68672157,48,0,0,35.6,0,0.1,1.16545e+07,2.01775e+06,196.81,3.22658,0.881119,5.35296,1.04049,0.188757,0.126045,0.125636,0.125926
hologramImage50,0009080805D00933,camera206,68673777,49,0,0,36.3,0,0.1,1.13331e+07,2.00437e+06,196.086,3.2311,0.882704,5.3425,1.04047,0.184263,0.125695,0.126373,0.125765
hologramImage51,0009080805D00933,camera206,68675366,50,0,0,37,0,0.1,1.1485e+07,2.04753e+06,198.691,3.20056,0.884838,5.34947,1.04097,0.182005,0.125798,0.124094,0.125875
hologramImage52,0009080805D00933,camera206,68676993,51,0,0,37.7,0,0.1,1.13175e+07,2.03105e+06,198.385,3.30691,0.886025,5.36572,1.04026,0.192391,0.125725,0.125853,0.125634
hologramImage53,0009080805D00933,camera206,68678617,52,0,0,38.4,0,0.1,1.07626e+07,2.0414e+06,198.376,3.28368,0.887894,5.39113,1.0403,0.190959,0.125608,0.124693,0.125531
hologramImage54,0009080805D00933,camera206,68680224,53,0,0,39.1,0,0.1,1.07345e+07,2.05432e+06,198.659,3.28947,0.889743,5.38162,1.04043,0.18777,0.125574,0.12453,0.125653
hologramImage55,0009080805D00933,camera206,68681832,54,0,0,39.8,0,0.1,1.03593e+07,2.04267e+06,198.877,3.28817,0.891482,5.4012,1.04037,0.189484,0.125808,0.125057,0.125733
hologramImage56,0009080805D00933,camera206,68683457,55,0,0,40.5,0,0.1,9.11048e+06,2.02615e+06,196.625,3.29436,0.893269,5.39641,1.04034,0.191645,0.125713,0.12682,0.125629
hologramImage57,0009080805D00933,camera206,68685078,56,0,0,41.2,0,0.1,8.63468e+06,2.02763e+06,196.88,3.21514,0.894957,5.36177,1.04046,0.188297,0.125892,0.125859,0.125707
hologramImage58,0009080805D00933,camera206,68686693,57,0,0,41.9,0,0.1,8.27979e+06,2.04108e+06,197.788,3.22376,0.896908,5.36639,1.04068,0.188155,0.126014,0.125507,0.125849
hologramImage59,0009080805D00933,camera206,68688310,58,0,0,42.6,0,0.1,7.54787e+06,2.03825e+06,197.299,3.25297,0.898508,5.41925,1.04058,0.189723,0.125823,0.125867,0.125694
hologramImage60,0009080805D00933,camera206,68689916,59,0,0,43.3,0,0.1,6.57623e+06,2.02784e+06,196.932,3.23497,0.900015,5.38422,1.04047,0.188297,0.12599,0.124762,0.125816
hologramImage61,0009080805D00933,camera206,68691525,60,0,0,44,0,0.1,6.07266e+06,2.01793e+06,196.583,3.21553,0.90175,5.40013,1.04055,0.187563,0.126049,0.124523,0.12585
hologramImage62,0009080805D00933,camera206,68693133,61,0,0,44.7,0,0.1,5.83435e+06,2.03108e+06,197.602,3.21476,0.903374,5.36936,1.04054,0.188723,0.125973,0.126816,0.125803
hologramImage63,0009080805D00933,camera206,68694759,62,0,0,45.4,0,0.1,5.55578e+06,2.04054e+06,198.068,3.24799,0.905419,5.3814,1.04084,0.188371,0.125947,0.12526,0.125819
hologramImage64,0009080805D00933,camera206,68696343,63,0,0,46.1,0,0.1,5.44211e+06,2.03548e+06,196.975,3.25927,0.906877,5.3884,1.0406,0.189541,0.126041,0.125721,0.125933
hologramImage65,0009080805D00933,camera206,68697963,64,0,0,46.8,0,0.1,5.30146e+06,2.01713e+06,195.426,3.23631,0.908181,5.34553,1.04018,0.187831,0.125725,0.125215,0.125654
hologramImage66,0009080805D00933,camera206,68709035,0,1,0,2,0.7,0.1,9.48629e+06,2.08665e+06,197.552,3.173,0.910045,5.34412,1.04058,0.187636,0.126077,0.12561,0.125823
hologramImage67,0009080805D00933,camera206,68710654,1,1,0,2.7,0.7,0.1,1.01453e+07,2.08294e+06,198.387,3.26387,0.903548,5.38841,1.03978,0.190494,0.125841,0.1259,0.125681
hologramImage68,0009080805D00933,camera206,68712274,2,1,0,3.4,0.7,0.1,1.02972e+07,2.04091e+06,194.802,3.28239,0.906919,5.41717,1.0406,0.190772,0.125726,0.125567,0.125604
hologramImage69,0009080805D00933,camera206,68713872,3,1,0,4.1,0.7,0.1,1.0955e+07,2.01356e+06,192.37,3.15002,0.909005,5.36976,1.04055,0.186666,0.126032,0.126129,0.125796
hologramImage70,0009080805D00933,camera206,68715491,4,1,0,4.8,0.7,0.1,1.16812e+07,2.03508e+06,195.092,3.06033,0.911835,5.3587,1.04143,0.18556,0.126337,0.126786,0.125971
hologramImage71,0009080805D00933,camera206,68717101,5,1,0,5.5,0.7,0.1,1.21489e+07,2.02035e+06,194.076,3.14951,0.913722,5.39058,1.04123,0.186378,0.126208,0.125397,0.125996
hologramImage72,0009080805D00933,camera206,68718728,6,1,0,6.2,0.7,0.1,1.2561e+07,2.01327e+06,193.246,3.11547,0.915234,5.38646,1.04076,0.187026,0.126231,0.125968,0.125899
hologramImage73,0009080805D00933,camera206,68720329,7,1,0,6.9,0.7,0.1,1.28983e+07,2.02225e+06,194.63,3.10886,0.917521,5.32116,1.04117,0.186402,0.126167,0.125476,0.125882
hologramImage74,0009080805D00933,camera206,68721949,8,1,0,7.6,0.7,0.1,1.29051e+07,2.01041e+06,193.691,3.14194,0.91923,5.39622,1.0409,0.188449,0.126152,0.125511,0.12589
hologramImage75,0009080805D00933,camera206,68723564,9,1,0,8.3,0.7,0.1,1.33945e+07,2.01466e+06,193.578,3.09683,0.921091,5.40151,1.04089,0.184911,0.12617,0.126556,0.125908
hologramImage76,0009080805D00933,camera206,68725182,10,1,0,9,0.7,0.1,1.33943e+07,2.0038e+06,194.033,3.10449,0.922359,5.35408,1.04069,0.184234,0.126256,0.125376,0.126067
hologramImage77,0009080805D00933,camera206,68726807,11,1,0,9.7,0.7,0.1,1.36711e+07,2.01955e+06,194.327,3.11471,0.924956,5.40279,1.04127,0.186849,0.126296,0.123735,0.125958
hologramImage78,0009080805D00933,camera206,68728413,12,1,0,10.4,0.7,0.1,1.38514e+07,2.01593e+06,195.627,3.12131,0.926415,5.36867,1.04106,0.186085,0.126373,0.125662,0.126034
hologramImage79,0009080805D00933,camera206,68730030,13,1,0,11.1,0.7,0.1,1.38255e+07,2.00852e+06,195.036,3.1721,0.92745,5.39436,1.04022,0.187273,0.126087,0.121599,0.125846
hologramImage80,0009080805D00933,camera206,68731640,14,1,0,11.8,0.7,0.1,1.38451e+07,1.99134e+06,195.275,3.14909,0.929764,5.39605,1.04081,0.187985,0.126189,0.126359,0.125916
hologramImage81,0009080805D00933,camera206,68733288,15,1,0,12.5,0.7,0.1,1.38695e+07,1.9899e+06,193.736,3.15367,0.931328,5.40315,1.04068,0.187535,0.126118,0.125206,0.125841
hologramImage82,0009080805D00933,camera206,68734881,16,1,0,13.2,0.7,0.1,1.41732e+07,2.00061e+06,195.404,3.10285,0.933015,5.37192,1.04076,0.18235,0.126165,0.126287,0.125969
hologramImage83,0009080805D00933,camera206,68736506,17,1,0,13.9,0.7,0.1,1.42289e+07,1.98987e+06,194.564,3.16268,0.935315,5.41533,1.0413,0.187778,0.126129,0.125543,0.125869
hologramImage84,0009080805D00933,camera206,68738122,18,1,0,14.6,0.7,0.1,1.4151e+07,1.9917e+06,195.485,3.13734,0.936276,5.38586,1.04068,0.188418,0.12617,0.126459,0.12588
hologramImage85,0009080805D00933,camera206,68739743,19,1,0,15.3,0.7,0.1,1.42752e+07,1.97386e+06,193.697,3.1561,0.937999,5.4351,1.04073,0.184567,0.126159,0.125768,0.125975
hologramImage86,0009080805D00933,camera206,68741338,20,1,0,16,0.7,0.1,1.43615e+07,1.99257e+06,195.341,3.09954,0.939803,5.38097,1.04101,0.185867,0.12635,0.127135,0.126014
hologramImage87,0009080805D00933,camera206,68742965,21,1,0,16.7,0.7,0.1,1.40994e+07,1.99506e+06,194.51,3.16007,0.941376,5.39589,1.04091,0.187078,0.126172,0.124882,0.125865
hologramImage88,0009080805D00933,camera206,68744580,22,1,0,17.4,0.7,0.1,1.39652e+07,1.97961e+06,193.78,3.11625,0.942849,5.38922,1.04084,0.185477,0.126241,0.12543,0.12587
hologramImage89,0009080805D00933,camera206,68746207,23,1,0,18.1,0.7,0.1,1.43342e+07,1.99021e+06,195.071,3.09248,0.944658,5.37355,1.04119,0.185776,0.126368,0.127626,0.12597
hologramImage90,0009080805D00933,camera206,68747823,24,1,0,18.8,0.7,0.1,1.41413e+07,1.97453e+06,192.988,3.14182,0.946303,5.4059,1.04121,0.187576,0.126355,0.125293,0.126018
hologramImage91,0009080805D00933,camera206,68749439,25,1,0,19.5,0.7,0.1,1.44131e+07,1.98611e+06,193.975,3.07416,0.947369,5.36362,1.04088,0.185882,0.126444,0.126247,0.126039
hologramImage92,0009080805D00933,camera206,68751057,26,1,0,20.2,0.7,0.1,1.46602e+07,1.98409e+06,194.434,3.10747,0.949532,5.38548,1.04136,0.181915,0.12614,0.125911,0.125941
hologramImage93,0009080805D00933,camera206,68752677,27,1,0,20.9,0.7,0.1,1.45165e+07,1.97303e+06,194.391,3.12788,0.950589,5.38584,1.04097,0.186491,0.12642,0.125769,0.126044
hologramImage94,0009080805D00933,camera206,68754285,28,1,0,21.6,0.7,0.1,1.43544e+07,1.98053e+06,193.548,3.11802,0.952071,5.39615,1.04092,0.186279,0.126277,0.125792,0.125929
hologramImage95,0009080805D00933,camera206,68755879,29,1,0,22.3,0.7,0.1,1.44488e+07,1.99017e+06,193.571,3.09337,0.953866,5.37933,1.04136,0.186081,0.126398,0.125849,0.12597
hologramImage96,0009080805D00933,camera206,68757514,30,1,0,23,0.7,0.1,1.4463e+07,1.97698e+06,194.795,3.09275,0.955261,5.37508,1.04116,0.185968,0.126464,0.126204,0.126062
hologramImage97,0009080805D00933,camera206,68759124,31,1,0,23.7,0.7,0.1,1.46684e+07,1.98299e+06,194.266,3.13758,0.956543,5.38822,1.04085,0.18745,0.126448,0.126521,0.126112
hologramImage98,0009080805D00933,camera206,68760756,32,1,0,24.4,0.7,0.1,1.45319e+07,1.97655e+06,194.213,3.10911,0.958303,5.38747,1.04117,0.185489,0.126332,0.125616,0.125959
hologramImage99,0009080805D00933,camera206,68762347,33,1,0,25.1,0.7,0.1,1.44926e+07,1.98077e+06,194.439,3.1166,0.959825,5.36821,1.04105,0.182031,0.126202,0.125678,0.125975
hologramImage100,0009080805D00933,camera206,68763968,34,1,0,25.8,0.7,0.1,1.42056e+07,1.98434e+06,195.084,3.12533,0.961203,5.37632,1.04109,0.186361,0.126329,0.12613,0.12594
hologramImage101,0009080805D00933,camera206,68765577,35,1,0,26.5,0.7,0.1,1.46199e+07,1.97917e+06,195.151,3.13333,0.962714,5.40709,1.04104,0.18475,0.126264,0.124046,0.125928
hologramImage102,0009080805D00933,camera206,68767196,36,1,0,27.2,0.7,0.1,1.46316e+07,1.976e+06,195.245,3.14211,0.963775,5.39897,1.04066,0.187132,0.126263,0.124015,0.125922
hologramImage103,0009080805D00933,camera206,68768828,37,1,0,27.9,0.7,0.1,1.48152e+07,1.99409e+06,195.5,3.1486,0.96564,5.42922,1.04092,0.187249,0.126346,0.125111,0.125979
hologramImage104,0009080805D00933,camera206,68770443,38,1,0,28.6,0.7,0.1,1.4678e+07,1.98346e+06,195.127,3.16606,0.966963,5.41166,1.04065,0.18516,0.126096,0.126139,0.125914
hologramImage105,0009080805D00933,camera206,68772066,39,1,0,29.3,0.7,0.1,1.40957e+07,1.98003e+06,194.046,3.15878,0.968496,5.40751,1.04071,0.189196,0.1264,0.126293,0.126013
hologramImage106,0009080805D00933,camera206,68773681,40,1,0,30,0.7,0.1,1.36581e+07,1.96417e+06,193.514,3.1037,0.970418,5.437,1.04131,0.185267,0.126371,0.127159,0.125964
hologramImage107,0009080805D00933,camera206,68775302,41,1,0,30.7,0.7,0.1,1.33497e+07,1.96654e+06,193.359,3.08641,0.97178,5.40972,1.04111,0.182234,0.126258,0.126453,0.125977
hologramImage108,0009080805D00933,camera206,68776902,42,1,0,31.4,0.7,0.1,1.29562e+07,1.97256e+06,193.641,3.0854,0.973166,5.39956,1.0412,0.183546,0.12636,0.126207,0.126056
hologramImage109,0009080805D00933,camera206,68778521,43,1,0,32.1,0.7,0.1,1.21383e+07,1.97206e+06,194.789,3.09638,0.974251,5.40773,1.04083,0.186195,0.126433,0.125881,0.126032
hologramImage110,0009080805D00933,camera206,68780125,44,1,0,32.8,0.7,0.1,1.1703e+07,1.97612e+06,194.978,3.12948,0.975742,5.42283,1.04083,0.186527,0.126385,0.126454,0.12597
hologramImage111,0009080805D00933,camera206,68781744,45,1,0,33.5,0.7,0.1,1.12764e+07,1.99092e+06,195.202,3.13312,0.977504,5.44043,1.0411,0.186908,0.126315,0.125379,0.125898
hologramImage112,0009080805D00933,camera206,68783328,46,1,0,34.2,0.7,0.1,1.08784e+07,1.98087e+06,194.657,3.13996,0.97847,5.427,1.04061,0.186067,0.12631,0.123998,0.125902
hologramImage113,0009080805D00933,camera206,68784964,47,1,0,34.9,0.7,0.1,1.11009e+07,1.96873e+06,194.117,3.13249,0.980235,5.41025,1.04079,0.187246,0.126432,0.12573,0.126003
hologramImage114,0009080805D00933,camera206,68786575,48,1,0,35.6,0.7,0.1,1.06237e+07,1.98193e+06,193.417,3.11409,0.981699,5.3966,1.04088,0.186903,0.126425,0.125045,0.126013
hologramImage115,0009080805D00933,camera206,68788196,49,1,0,36.3,0.7,0.1,1.03366e+07,1.965e+06,193.666,3.08986,0.983306,5.38172,1.04123,0.185634,0.126407,0.126625,0.126019
hologramImage116,0009080805D00933,camera206,68789806,50,1,0,37,0.7,0.1,1.0118e+07,1.96969e+06,193.98,3.09886,0.984486,5.38211,1.04096,0.185438,0.126579,0.126208,0.126145
hologramImage117,0009080805D00933,camera206,68791424,51,1,0,37.7,0.7,0.1,1.00664e+07,1.97562e+06,194.772,3.11244,0.986395,5.38368,1.04135,0.186831,0.126371,0.127112,0.125981
hologramImage118,0009080805D00933,camera206,68793041,52,1,0,38.4,0.7,0.1,8.63121e+06,1.96856e+06,193.684,3.1263,0.987461,5.41078,1.04097,0.18693,0.126422,0.126418,0.126012
hologramImage119,0009080805D00933,camera206,68794658,53,1,0,39.1,0.7,0.1,9.55943e+06,1.97803e+06,193.947,3.09354,0.988874,5.38737,1.04101,0.184857,0.126314,0.12602,0.125939
hologramImage120,0009080805D00933,camera206,68796277,54,1,0,39.8,0.7,0.1,9.89574e+06,1.98645e+06,193.787,3.10855,0.990155,5.39378,1.04093,0.185929,0.126564,0.12616,0.12613
hologramImage121,0009080805D00933,camera206,68797865,55,1,0,40.5,0.7,0.1,8.71359e+06,1.98307e+06,193.342,3.09968,0.991605,5.38927,1.04088,0.186099,0.126389,0.125861,0.125937
hologramImage122,0009080805D00933,camera206,68799493,56,1,0,41.2,0.7,0.1,7.83827e+06,1.98518e+06,193.964,3.09091,0.993212,5.37088,1.04112,0.182392,0.126514,0.125817,0.126191
hologramImage123,0009080805D00933,camera206,68801113,57,1,0,41.9,0.7,0.1,7.5807e+06,1.9884e+06,194.08,3.11117,0.994652,5.38525,1.04111,0.186412,0.126386,0.126029,0.125945
hologramImage124,0009080805D00933,camera206,68802732,58,1,0,42.6,0.7,0.1,7.14955e+06,1.9873e+06,194.102,3.11416,0.995812,5.39037,1.04088,0.186618,0.126458,0.125807,0.125983
hologramImage125,0009080805D00933,camera206,68804319,59,1,0,43.3,0.7,0.1,6.15473e+06,2.00229e+06,194.368,3.1135,0.99739,5.39243,1.041,0.186121,0.126481,0.126042,0.126011
hologramImage126,0009080805D00933,camera206,68805946,60,1,0,44,0.7,0.1,5.47882e+06,1.98914e+06,194.058,3.12537,0.998884,5.37958,1.04109,0.186473,0.126483,0.125685,0.126076
hologramImage127,0009080805D00933,camera206,68807553,61,1,0,44.7,0.7,0.1,5.21753e+06,1.97715e+06,194.039,3.10837,1.00023,5.39167,1.04108,0.185635,0.126447,0.125924,0.125998
hologramImage128,0009080805D00933,camera206,68809164,62,1,0,45.4,0.7,0.1,5.1081e+06,1.99532e+06,193.914,3.10595,1.00155,5.40679,1.04084,0.182752,0.126357,0.126179,0.126025
hologramImage129,0009080805D00933,camera206,68810792,63,1,0,46.1,0.7,0.1,4.93928e+06,2.00993e+06,194.088,3.10584,1.00311,5.37695,1.04114,0.186523,0.126554,0.126023,0.126139
hologramImage130,0009080805D00933,camera206,68812407,64,1,0,46.8,0.7,0.1,4.9086e+06,2.00512e+06,194.583,3.11334,1.00453,5.37782,1.04113,0.186612,0.126325,0.12581,0.125888
hologramImage131,0009080805D00933,camera206,68823498,0,2,0,2,1.4,0.1,8.38265e+06,2.05302e+06,195.39,3.14088,1.00572,5.35316,1.04083,0.186183,0.126267,0.127017,0.125886
hologramImage132,0009080805D00933,camera206,68825122,1,2,0,2.7,1.4,0.1,9.05422e+06,2.0423e+06,194.841,3.15838,0.998545,5.41965,1.03954,0.187571,0.126063,0.12608,0.125614
hologramImage133,0009080805D00933,camera206,68826738,2,2,0,3.4,1.4,0.1,9.61095e+06,2.04139e+06,195.873,3.14145,1.0022,5.39231,1.04101,0.186699,0.126376,0.125646,0.125956
hologramImage134,0009080805D00933,camera206,68828333,3,2,0,4.1,1.4,0.1,1.02383e+07,2.05298e+06,195.908,3.16906,1.00396,5.43181,1.04048,0.185357,0.126161,0.12686,0.125952
hologramImage135,0009080805D00933,camera206,68829977,4,2,0,4.8,1.4,0.1,1.08364e+07,2.02641e+06,194.222,3.17413,1.00613,5.41761,1.04063,0.184842,0.126176,0.12648,0.125959
hologramImage136,0009080805D00933,camera206,68831589,5,2,0,5.5,1.4,0.1,1.14284e+07,2.02529e+06,194.02,3.12009,1.00852,5.3949,1.04129,0.186618,0.126394,0.126222,0.125935
hologramImage137,0009080805D00933,camera206,68833207,6,2,0,6.2,1.4,0.1,1.195e+07,2.02364e+06,195.652,3.12016,1.01024,5.38723,1.04129,0.186388,0.126446,0.125705,0.125978
hologramImage138,0009080805D00933,camera206,68834827,7,2,0,6.9,1.4,0.1,1.25014e+07,2.01802e+06,195.575,3.16475,1.01161,5.43495,1.04068,0.18772,0.126363,0.125254,0.125915
hologramImage139,0009080805D00933,camera206,68836451,8,2,0,7.6,1.4,0.1,1.26263e+07,2.02515e+06,196.13,3.16766,1.01371,5.42312,1.04096,0.188283,0.126315,0.126798,0.125847
