imageName,cameraSN,cameraID,POSIXTime,i,j,k,x,y,z,roiFFTEnergy,rouFFTEnergy,imageMean,referenceBeamIntensity,objectBeamIntensity,ch2Mean,ch3Mean,ch0Std,ch1Std,ch2Std,ch3Std
hologramImage3445,0009080805D00933,camera206,74726369,64,16,1,46.8,11.2,2.1,4.00518e+06,2.08582e+06,201.777,3.40269,1.25169,5.62404,1.04035,0.192233,0.126131,0.125357,0.125533
hologramImage3446,0009080805D00933,camera206,74737424,0,17,1,2,11.9,2.1,7.59025e+06,2.06041e+06,201.361,3.39458,1.25128,5.62593,1.03983,0.194766,0.125988,0.125299,0.125265
hologramImage3447,0009080805D00933,camera206,74739045,1,17,1,2.7,11.9,2.1,7.31309e+06,2.08154e+06,201.622,3.38427,1.23681,5.60802,1.03941,0.195365,0.125953,0.125444,0.125247
hologramImage3448,0009080805D00933,camera206,74740661,2,17,1,3.4,11.9,2.1,6.67776e+06,2.06101e+06,201.221,3.38712,1.23851,5.62349,1.04001,0.195275,0.126099,0.125496,0.125384
hologramImage3449,0009080805D00933,camera206,74742278,3,17,1,4.1,11.9,2.1,6.78581e+06,2.06848e+06,201.839,3.37679,1.23932,5.58709,1.03994,0.194699,0.126122,0.125033,0.125325
hologramImage3450,0009080805D00933,camera206,74743879,4,17,1,4.8,11.9,2.1,8.17489e+06,2.06089e+06,201.243,3.39226,1.24026,5.63639,1.04009,0.195277,0.126117,0.124584,0.125373
hologramImage3451,0009080805D00933,camera206,74745500,5,17,1,5.5,11.9,2.1,8.50083e+06,2.05949e+06,201.745,3.37375,1.24064,5.60835,1.0398,0.194679,0.126199,0.125697,0.125413
hologramImage3452,0009080805D00933,camera206,74747095,6,17,1,6.2,11.9,2.1,8.92359e+06,2.05464e+06,202.002,3.39382,1.24129,5.63306,1.03982,0.195102,0.1261,0.125066,0.125354
hologramImage3453,0009080805D00933,camera206,74748708,7,17,1,6.9,11.9,2.1,8.58643e+06,2.06938e+06,201.728,3.3996,1.24204,5.64363,1.04009,0.195906,0.126011,0.125587,0.125271
hologramImage3454,0009080805D00933,camera206,74750314,8,17,1,7.6,11.9,2.1,8.78746e+06,2.05566e+06,201.852,3.3923,1.24248,5.63297,1.04009,0.195141,0.126046,0.124775,0.125298
hologramImage3455,0009080805D00933,camera206,74751943,9,17,1,8.3,11.9,2.1,8.2131e+06,2.04563e+06,201.463,3.39836,1.24297,5.6255,1.04003,0.193478,0.126043,0.125356,0.125335
hologramImage3456,0009080805D00933,camera206,74753554,10,17,1,9,11.9,2.1,1.18626e+07,2.05983e+06,201.956,3.38345,1.24329,5.62004,1.04007,0.194971,0.126202,0.125223,0.125469
hologramImage3457,0009080805D00933,camera206,74755162,11,17,1,9.7,11.9,2.1,1.05961e+07,2.05068e+06,200.706,3.404,1.24379,5.63358,1.04016,0.192231,0.12578,0.125284,0.125204
hologramImage3458,0009080805D00933,camera206,74756780,12,17,1,10.4,11.9,2.1,8.82859e+06,2.06863e+06,201.477,3.36627,1.24414,5.58946,1.04026,0.190337,0.125958,0.125235,0.125391
hologramImage3459,0009080805D00933,camera206,74758395,13,17,1,11.1,11.9,2.1,8.87596e+06,2.04784e+06,201.424,3.3912,1.24425,5.57947,1.04019,0.193094,0.125939,0.12488,0.125281
hologramImage3460,0009080805D00933,camera206,74760009,14,17,1,11.8,11.9,2.1,8.85366e+06,2.04874e+06,201.781,3.38105,1.24445,5.61661,1.0401,0.192389,0.126041,0.125466,0.125407
hologramImage3461,0009080805D00933,camera206,74761615,15,17,1,12.5,11.9,2.1,6.29511e+06,2.04453e+06,201.709,3.38866,1.24432,5.63385,1.03985,0.195435,0.126098,0.125387,0.125357
hologramImage3462,0009080805D00933,camera206,74763227,16,17,1,13.2,11.9,2.1,5.77109e+06,2.05595e+06,201.902,3.38711,1.2447,5.62277,1.04007,0.195041,0.125923,0.125276,0.125179
hologramImage3463,0009080805D00933,camera206,74764839,17,17,1,13.9,11.9,2.1,5.23195e+06,2.0375e+06,201.937,3.39461,1.24507,5.636,1.03997,0.190993,0.125977,0.125242,0.125441
hologramImage3464,0009080805D00933,camera206,74766448,18,17,1,14.6,11.9,2.1,6.54568e+06,2.0594e+06,201.379,3.39399,1.24494,5.62733,1.03979,0.194745,0.125979,0.12522,0.125231
hologramImage3465,0009080805D00933,camera206,74768029,19,17,1,15.3,11.9,2.1,5.24887e+06,2.03607e+06,201.462,3.38164,1.24524,5.61553,1.03992,0.194525,0.126044,0.125561,0.12533
hologramImage3466,0009080805D00933,camera206,74769646,20,17,1,16,11.9,2.1,4.86724e+06,2.01691e+06,202.091,3.378,1.2458,5.62224,1.04021,0.195529,0.126088,0.125185,0.125323
hologramImage3467,0009080805D00933,camera206,74771238,21,17,1,16.7,11.9,2.1,5.05833e+06,2.03422e+06,202.053,3.40387,1.24571,5.63905,1.03992,0.195128,0.12605,0.124411,0.125299
hologramImage3468,0009080805D00933,camera206,74772861,22,17,1,17.4,11.9,2.1,6.2293e+06,2.05503e+06,201.043,3.3982,1.24626,5.64689,1.04017,0.195387,0.126051,0.125646,0.125298
hologramImage3469,0009080805D00933,camera206,74774476,23,17,1,18.1,11.9,2.1,6.06162e+06,2.0526e+06,201.396,3.37291,1.24611,5.59243,1.03993,0.194802,0.126294,0.125318,0.125554
hologramImage3470,0009080805D00933,camera206,74776082,24,17,1,18.8,11.9,2.1,5.38797e+06,2.06306e+06,201.277,3.39735,1.24626,5.59167,1.03991,0.195571,0.126065,0.125713,0.125343
hologramImage3471,0009080805D00933,camera206,74777699,25,17,1,19.5,11.9,2.1,5.88269e+06,2.03734e+06,200.591,3.39259,1.24606,5.57004,1.03946,0.195816,0.126115,0.12576,0.125371
hologramImage3472,0009080805D00933,camera206,74779317,26,17,1,20.2,11.9,2.1,6.05018e+06,2.04815e+06,202.168,3.35899,1.24649,5.58701,1.03988,0.194833,0.126188,0.126056,0.125411
hologramImage3473,0009080805D00933,camera206,74780937,27,17,1,20.9,11.9,2.1,5.77515e+06,2.04221e+06,201.486,3.39564,1.24681,5.65594,1.03994,0.195399,0.126175,0.126132,0.12544
hologramImage3474,0009080805D00933,camera206,74782559,28,17,1,21.6,11.9,2.1,5.39206e+06,2.04854e+06,201.213,3.38289,1.24674,5.62343,1.03977,0.194547,0.126079,0.125473,0.125346
hologramImage3475,0009080805D00933,camera206,74784187,29,17,1,22.3,11.9,2.1,5.50467e+06,2.05155e+06,201.49,3.37493,1.24718,5.61534,1.04011,0.195146,0.126241,0.125157,0.125457
hologramImage3476,0009080805D00933,camera206,74785787,30,17,1,23,11.9,2.1,6.13015e+06,2.05623e+06,201.792,3.38063,1.24755,5.6232,1.04026,0.190414,0.125882,0.124936,0.125343
hologramImage3477,0009080805D00933,camera206,74787416,31,17,1,23.7,11.9,2.1,7.68575e+06,2.05997e+06,201.629,3.38828,1.24719,5.63321,1.03973,0.191964,0.125984,0.125837,0.125401
hologramImage3478,0009080805D00933,camera206,74789004,32,17,1,24.4,11.9,2.1,8.24956e+06,2.06e+06,202.219,3.3938,1.24768,5.63172,1.04004,0.193161,0.125781,0.125038,0.125187
hologramImage3479,0009080805D00933,camera206,74790617,33,17,1,25.1,11.9,2.1,6.908e+06,2.06377e+06,202.093,3.41473,1.24803,5.6435,1.04008,0.193482,0.125716,0.126657,0.125157
hologramImage3480,0009080805D00933,camera206,74792209,34,17,1,25.8,11.9,2.1,6.29201e+06,2.06204e+06,201.459,3.40487,1.24798,5.65135,1.04003,0.195313,0.126038,0.125514,0.125284
hologramImage3481,0009080805D00933,camera206,74793816,35,17,1,26.5,11.9,2.1,6.09252e+06,2.04483e+06,201.2,3.38179,1.24822,5.63054,1.04014,0.195438,0.126064,0.125382,0.125306
hologramImage3482,0009080805D00933,camera206,74795414,36,17,1,27.2,11.9,2.1,8.66275e+06,2.04841e+06,201.652,3.38455,1.2481,5.62168,1.0399,0.195249,0.126082,0.125083,0.125309
hologramImage3483,0009080805D00933,camera206,74797036,37,17,1,27.9,11.9,2.1,9.26839e+06,2.06306e+06,201.888,3.3925,1.24824,5.63344,1.03985,0.195116,0.126054,0.125662,0.125314
hologramImage3484,0009080805D00933,camera206,74798656,38,17,1,28.6,11.9,2.1,6.22711e+06,2.0527e+06,201.791,3.39559,1.24867,5.63795,1.04013,0.193851,0.125958,0.125285,0.125277
hologramImage3485,0009080805D00933,camera206,74800280,39,17,1,29.3,11.9,2.1,6.35319e+06,2.06479e+06,201.654,3.3932,1.24863,5.63329,1.03995,0.195602,0.126137,0.12483,0.125357
hologramImage3486,0009080805D00933,camera206,74801896,40,17,1,30,11.9,2.1,6.44866e+06,2.05525e+06,201.381,3.39213,1.24872,5.62147,1.0399,0.195225,0.126122,0.125487,0.125375
hologramImage3487,0009080805D00933,camera206,74803522,41,17,1,30.7,11.9,2.1,7.07713e+06,2.07248e+06,201.705,3.38803,1.24912,5.61125,1.04026,0.195473,0.126039,0.125245,0.125264
hologramImage3488,0009080805D00933,camera206,74805137,42,17,1,31.4,11.9,2.1,8.1961e+06,2.07387e+06,201.664,3.39928,1.24909,5.63423,1.04002,0.195879,0.126052,0.124749,0.125252
hologramImage3489,0009080805D00933,camera206,74806760,43,17,1,32.1,11.9,2.1,7.21e+06,2.07443e+06,201.642,3.39843,1.24923,5.62597,1.04006,0.194286,0.126097,0.126142,0.125416
hologramImage3490,0009080805D00933,camera206,74808380,44,17,1,32.8,11.9,2.1,6.00264e+06,2.06063e+06,201.307,3.39974,1.24908,5.63804,1.03978,0.196625,0.125982,0.125218,0.125217
hologramImage3491,0009080805D00933,camera206,74809980,45,17,1,33.5,11.9,2.1,5.55634e+06,2.06934e+06,201.36,3.38924,1.24932,5.62463,1.0399,0.195138,0.126147,0.125695,0.125385
hologramImage3492,0009080805D00933,camera206,74811598,46,17,1,34.2,11.9,2.1,6.43442e+06,2.06632e+06,201.51,3.38379,1.24917,5.62259,1.03974,0.195054,0.126038,0.125481,0.12533
hologramImage3493,0009080805D00933,camera206,74813189,47,17,1,34.9,11.9,2.1,7.64254e+06,2.07405e+06,201.526,3.38618,1.24952,5.6308,1.03991,0.194609,0.126122,0.125484,0.125339
hologramImage3494,0009080805D00933,camera206,74814808,48,17,1,35.6,11.9,2.1,6.88972e+06,2.06939e+06,202.109,3.38813,1.24964,5.6196,1.03988,0.195438,0.126294,0.125782,0.125554
hologramImage3495,0009080805D00933,camera206,74816408,49,17,1,36.3,11.9,2.1,5.28198e+06,2.06532e+06,200.72,3.40215,1.24969,5.64027,1.03978,0.196047,0.126135,0.125569,0.125379
hologramImage3496,0009080805D00933,camera206,74818028,50,17,1,37,11.9,2.1,5.59298e+06,2.05698e+06,201.343,3.3654,1.24985,5.56993,1.03985,0.190937,0.12604,0.126477,0.12542
hologramImage3497,0009080805D00933,camera206,74819646,51,17,1,37.7,11.9,2.1,6.41103e+06,2.07045e+06,201.832,3.39425,1.24984,5.58348,1.03977,0.195019,0.126136,0.125437,0.125403
hologramImage3498,0009080805D00933,camera206,74821256,52,17,1,38.4,11.9,2.1,6.49215e+06,2.0729e+06,201.395,3.41662,1.24969,5.59118,1.03946,0.19558,0.126069,0.125541,0.12533
hologramImage3499,0009080805D00933,camera206,74822878,53,17,1,39.1,11.9,2.1,5.37475e+06,2.08237e+06,201.476,3.38474,1.2498,5.62546,1.03951,0.194784,0.126113,0.125547,0.125368
hologramImage3500,0009080805D00933,camera206,74824492,54,17,1,39.8,11.9,2.1,5.34523e+06,2.07631e+06,201.607,3.38363,1.25033,5.61487,1.03997,0.194185,0.126131,0.125146,0.125396
hologramImage3501,0009080805D00933,camera206,74826109,55,17,1,40.5,11.9,2.1,5.31438e+06,2.06818e+06,201.546,3.40117,1.25049,5.58317,1.03991,0.195736,0.126094,0.124495,0.125313
hologramImage3502,0009080805D00933,camera206,74827731,56,17,1,41.2,11.9,2.1,5.63131e+06,2.05998e+06,201.342,3.3931,1.25021,5.58776,1.03961,0.195482,0.126122,0.125805,0.125375
hologramImage3503,0009080805D00933,camera206,74829349,57,17,1,41.9,11.9,2.1,5.0279e+06,2.07654e+06,200.55,3.38382,1.25048,5.59571,1.03978,0.195158,0.126078,0.125109,0.125324
hologramImage3504,0009080805D00933,camera206,74830956,58,17,1,42.6,11.9,2.1,4.94003e+06,2.07755e+06,201.498,3.35483,1.25074,5.57243,1.04008,0.193776,0.126166,0.12599,0.125374
hologramImage3505,0009080805D00933,camera206,74832578,59,17,1,43.3,11.9,2.1,4.6976e+06,2.07397e+06,200.903,3.37543,1.25069,5.61656,1.04,0.19451,0.126124,0.124923,0.125324
hologramImage3506,0009080805D00933,camera206,74834168,60,17,1,44,11.9,2.1,4.41117e+06,2.08035e+06,201.144,3.36762,1.25064,5.5773,1.03983,0.194217,0.126129,0.124955,0.125367
hologramImage3507,0009080805D00933,camera206,74835785,61,17,1,44.7,11.9,2.1,4.24335e+06,2.08569e+06,200.757,3.37468,1.25053,5.58517,1.0396,0.195335,0.126151,0.124462,0.125389
hologramImage3508,0009080805D00933,camera206,74837380,62,17,1,45.4,11.9,2.1,4.32224e+06,2.07392e+06,201.326,3.3592,1.25092,5.58768,1.03994,0.193466,0.126146,0.125304,0.125369
hologramImage3509,0009080805D00933,camera206,74838992,63,17,1,46.1,11.9,2.1,4.22019e+06,2.07246e+06,201.485,3.38376,1.25054,5.58843,1.03938,0.19488,0.126114,0.123994,0.125328
hologramImage3510,0009080805D00933,camera206,74840607,64,17,1,46.8,11.9,2.1,4.11761e+06,2.08537e+06,201.526,3.38614,1.25119,5.59802,1.03987,0.190867,0.125884,0.124993,0.125313
hologramImage3511,0009080805D00933,camera206,74851688,0,18,1,2,12.6,2.1,4.58918e+06,2.06124e+06,201.075,3.3938,1.25116,5.60067,1.03987,0.195291,0.1261,0.125485,0.125356
hologramImage3512,0009080805D00933,camera206,74853312,1,18,1,2.7,12.6,2.1,5.36908e+06,2.06119e+06,201.163,3.3809,1.23645,5.60214,1.03909,0.194992,0.125937,0.124965,0.125147
hologramImage3513,0009080805D00933,camera206,74854905,2,18,1,3.4,12.6,2.1,5.0722e+06,2.07019e+06,201.523,3.37918,1.23837,5.61085,1.03998,0.193963,0.126077,0.125584,0.125427
hologramImage3514,0009080805D00933,camera206,74856524,3,18,1,4.1,12.6,2.1,4.77644e+06,2.06016e+06,201.768,3.38598,1.23911,5.61956,1.03973,0.191853,0.125843,0.125076,0.125255
hologramImage3515,0009080805D00933,camera206,74858138,4,18,1,4.8,12.6,2.1,4.78776e+06,2.04878e+06,201.807,3.38777,1.24009,5.62765,1.03999,0.19524,0.126174,0.125446,0.125434
hologramImage3516,0009080805D00933,camera206,74859761,5,18,1,5.5,12.6,2.1,5.09152e+06,2.07131e+06,201.811,3.39306,1.24038,5.63213,1.03962,0.19517,0.126071,0.125259,0.125311
hologramImage3517,0009080805D00933,camera206,74861350,6,18,1,6.2,12.6,2.1,6.09488e+06,2.06238e+06,201.37,3.39297,1.24126,5.64499,1.03991,0.195053,0.125991,0.125421,0.125253
hologramImage3518,0009080805D00933,camera206,74862992,7,18,1,6.9,12.6,2.1,5.51056e+06,2.05742e+06,201.333,3.38197,1.24179,5.61372,1.03992,0.195415,0.126161,0.125807,0.125474
hologramImage3519,0009080805D00933,camera206,74864611,8,18,1,7.6,12.6,2.1,5.21737e+06,2.06039e+06,201.649,3.38159,1.24197,5.61301,1.03964,0.19501,0.126293,0.125482,0.125515
hologramImage3520,0009080805D00933,camera206,74866234,9,18,1,8.3,12.6,2.1,4.88464e+06,2.05148e+06,201.835,3.38886,1.24228,5.62208,1.0397,0.195364,0.126157,0.125165,0.125426
hologramImage3521,0009080805D00933,camera206,74867850,10,18,1,9,12.6,2.1,6.77768e+06,2.05674e+06,202.037,3.38739,1.24281,5.63962,1.03985,0.195434,0.126091,0.125118,0.125404
hologramImage3522,0009080805D00933,camera206,74869469,11,18,1,9.7,12.6,2.1,5.15251e+06,2.05122e+06,201.548,3.40179,1.24329,5.66312,1.04001,0.195459,0.126151,0.125679,0.125429
hologramImage3523,0009080805D00933,camera206,74871086,12,18,1,10.4,12.6,2.1,4.91293e+06,2.05567e+06,201.599,3.38709,1.24352,5.6353,1.03993,0.195713,0.126209,0.124909,0.125439
hologramImage3524,0009080805D00933,camera206,74872688,13,18,1,11.1,12.6,2.1,5.28292e+06,2.05372e+06,201.263,3.38951,1.24404,5.62264,1.04017,0.195108,0.126142,0.125225,0.125398
hologramImage3525,0009080805D00933,camera206,74874319,14,18,1,11.8,12.6,2.1,5.21555e+06,2.05228e+06,201.536,3.37968,1.24391,5.61389,1.03977,0.195156,0.125964,0.12476,0.125189
hologramImage3526,0009080805D00933,camera206,74875923,15,18,1,12.5,12.6,2.1,6.935e+06,2.05941e+06,201.424,3.38941,1.24405,5.63706,1.03965,0.195216,0.126122,0.12608,0.125372
hologramImage3527,0009080805D00933,camera206,74877536,16,18,1,13.2,12.6,2.1,5.37831e+06,2.06798e+06,202.172,3.38404,1.24463,5.62297,1.04001,0.195551,0.126109,0.125268,0.125358
hologramImage3528,0009080805D00933,camera206,74879151,17,18,1,13.9,12.6,2.1,5.12812e+06,2.05858e+06,201.799,3.40099,1.24481,5.65878,1.0399,0.195661,0.126094,0.125248,0.125386
hologramImage3529,0009080805D00933,camera206,74880766,18,18,1,14.6,12.6,2.1,5.33481e+06,2.0619e+06,201.661,3.39326,1.24526,5.64559,1.04018,0.195764,0.126074,0.125339,0.125319
hologramImage3530,0009080805D00933,camera206,74882351,19,18,1,15.3,12.6,2.1,4.85121e+06,2.04097e+06,201.432,3.38993,1.24508,5.64351,1.03983,0.195719,0.126101,0.125745,0.125346
hologramImage3531,0009080805D00933,camera206,74883984,20,18,1,16,12.6,2.1,5.00605e+06,2.04252e+06,201.425,3.38054,1.24521,5.61678,1.03977,0.195085,0.126058,0.125376,0.125289
hologramImage3532,0009080805D00933,camera206,74885605,21,18,1,16.7,12.6,2.1,5.88221e+06,2.01273e+06,201.264,3.38624,1.24542,5.62129,1.03972,0.196092,0.12608,0.125942,0.125351
hologramImage3533,0009080805D00933,camera206,74887225,22,18,1,17.4,12.6,2.1,7.54425e+06,2.03981e+06,201.346,3.37599,1.24598,5.63223,1.0402,0.194494,0.126128,0.125201,0.125377
hologramImage3534,0009080805D00933,camera206,74888852,23,18,1,18.1,12.6,2.1,6.75962e+06,2.04169e+06,201.098,3.37966,1.2458,5.62067,1.03985,0.194782,0.126204,0.125286,0.125485
hologramImage3535,0009080805D00933,camera206,74890455,24,18,1,18.8,12.6,2.1,5.4914e+06,2.05003e+06,201.044,3.37976,1.24584,5.60474,1.03969,0.195434,0.126048,0.125478,0.125286
hologramImage3536,0009080805D00933,camera206,74892076,25,18,1,19.5,12.6,2.1,5.47225e+06,2.06548e+06,201.418,3.37687,1.24606,5.61543,1.03972,0.192196,0.125987,0.125303,0.125379
hologramImage3537,0009080805D00933,camera206,74893706,26,18,1,20.2,12.6,2.1,5.49435e+06,2.04124e+06,201.318,3.39068,1.24614,5.60812,1.03966,0.195209,0.126064,0.125256,0.125361
hologramImage3538,0009080805D00933,camera206,74895326,27,18,1,20.9,12.6,2.1,6.58843e+06,2.04706e+06,200.672,3.39324,1.24642,5.58265,1.03971,0.195632,0.126102,0.125655,0.12535
hologramImage3539,0009080805D00933,camera206,74896935,28,18,1,21.6,12.6,2.1,5.27857e+06,2.05618e+06,200.056,3.36947,1.2468,5.57872,1.04006,0.194519,0.126093,0.125267,0.12533
hologramImage3540,0009080805D00933,camera206,74898562,29,18,1,22.3,12.6,2.1,5.1541e+06,2.05466e+06,200.987,3.35384,1.24614,5.53858,1.03927,0.193709,0.126107,0.12562,0.125331
hologramImage3541,0009080805D00933,camera206,74900169,30,18,1,23,12.6,2.1,6.19851e+06,2.0519e+06,201.662,3.37547,1.24668,5.58282,1.03963,0.195425,0.126116,0.12516,0.125343
hologramImage3542,0009080805D00933,camera206,74901775,31,18,1,23.7,12.6,2.1,7.77719e+06,2.04133e+06,200.723,3.39437,1.24683,5.59272,1.03961,0.195692,0.126145,0.125579,0.125353
hologramImage3543,0009080805D00933,camera206,74903387,32,18,1,24.4,12.6,2.1,7.8628e+06,2.05936e+06,201.357,3.36783,1.24716,5.58821,1.03987,0.195069,0.12623,0.126331,0.125473
hologramImage3544,0009080805D00933,camera206,74905009,33,18,1,25.1,12.6,2.1,7.05464e+06,2.05433e+06,201.281,3.37674,1.24752,5.61199,1.03996,0.195662,0.126168,0.125276,0.125369
hologramImage3545,0009080805D00933,camera206,74906631,34,18,1,25.8,12.6,2.1,5.3847e+06,2.0598e+06,201.157,3.37981,1.24753,5.60869,1.03987,0.195161,0.126064,0.125351,0.125264
hologramImage3546,0009080805D00933,camera206,74908243,35,18,1,26.5,12.6,2.1,6.80043e+06,2.0629e+06,201.19,3.3777,1.24759,5.60819,1.03983,0.19534,0.126056,0.126001,0.125316
hologramImage3547,0009080805D00933,camera206,74909870,36,18,1,27.2,12.6,2.1,9.66352e+06,2.06886e+06,201.379,3.38177,1.24765,5.60733,1.0398,0.194797,0.126091,0.125529,0.125309
hologramImage3548,0009080805D00933,camera206,74911482,37,18,1,27.9,12.6,2.1,1.03077e+07,2.05564e+06,201.386,3.38886,1.24782,5.61441,1.03979,0.195137,0.126104,0.125139,0.125391
hologramImage3549,0009080805D00933,camera206,74913104,38,18,1,28.6,12.6,2.1,8.93087e+06,2.06339e+06,201.12,3.38967,1.2479,5.61811,1.03968,0.194616,0.126076,0.125419,0.125356
hologramImage3550,0009080805D00933,camera206,74914717,39,18,1,29.3,12.6,2.1,5.81237e+06,2.05398e+06,201.117,3.38094,1.24802,5.62366,1.03974,0.195772,0.126142,0.125509,0.125424
hologramImage3551,0009080805D00933,camera206,74916322,40,18,1,30,12.6,2.1,5.94115e+06,2.06989e+06,201.094,3.3771,1.2482,5.61624,1.03982,0.195026,0.125929,0.124928,0.125176
hologramImage3552,0009080805D00933,camera206,74917937,41,18,1,30.7,12.6,2.1,7.56864e+06,2.07029e+06,200.944,3.36871,1.24833,5.60764,1.03975,0.189612,0.125923,0.12526,0.125384
hologramImage3553,0009080805D00933,camera206,74919561,42,18,1,31.4,12.6,2.1,9.61862e+06,2.05584e+06,200.67,3.37263,1.24851,5.6088,1.03988,0.19472,0.126267,0.125466,0.125478
hologramImage3554,0009080805D00933,camera206,74921156,43,18,1,32.1,12.6,2.1,9.24051e+06,2.05871e+06,200.844,3.36907,1.24857,5.58775,1.03986,0.193897,0.126118,0.12549,0.125372
hologramImage3555,0009080805D00933,camera206,74922777,44,18,1,32.8,12.6,2.1,5.86883e+06,2.06123e+06,200.929,3.37044,1.24831,5.59573,1.03947,0.194762,0.126069,0.125588,0.12531
hologramImage3556,0009080805D00933,camera206,74924358,45,18,1,33.5,12.6,2.1,5.67244e+06,2.08243e+06,200.973,3.37557,1.24869,5.59966,1.03973,0.19521,0.126205,0.125008,0.125421
hologramImage3557,0009080805D00933,camera206,74925986,46,18,1,34.2,12.6,2.1,7.14939e+06,2.07458e+06,200.98,3.37707,1.2491,5.61225,1.03998,0.195257,0.126241,0.125207,0.125478
hologramImage3558,0009080805D00933,camera206,74927607,47,18,1,34.9,12.6,2.1,9.40106e+06,2.07318e+06,202.028,3.38138,1.24916,5.61522,1.03989,0.195401,0.12628,0.124729,0.125522
hologramImage3559,0009080805D00933,camera206,74929225,48,18,1,35.6,12.6,2.1,7.46937e+06,2.06164e+06,201.558,3.40811,1.24947,5.6412,1.03997,0.191803,0.125928,0.125615,0.125364
hologramImage3560,0009080805D00933,camera206,74930850,49,18,1,36.3,12.6,2.1,4.93248e+06,2.06638e+06,201.388,3.39064,1.24953,5.63617,1.04002,0.195781,0.126078,0.124579,0.125314
hologramImage3561,0009080805D00933,camera206,74932457,50,18,1,37,12.6,2.1,5.40882e+06,2.06938e+06,201.752,3.39131,1.24934,5.62604,1.03974,0.195076,0.126121,0.125323,0.125388
hologramImage3562,0009080805D00933,camera206,74934077,51,18,1,37.7,12.6,2.1,7.13354e+06,2.09715e+06,201.486,3.39883,1.24932,5.65004,1.03952,0.195627,0.125936,0.125326,0.125206
hologramImage3563,0009080805D00933,camera206,74935688,52,18,1,38.4,12.6,2.1,7.20617e+06,2.08193e+06,201.846,3.38709,1.2496,5.63329,1.03975,0.194551,0.126098,0.12464,0.125344
hologramImage3564,0009080805D00933,camera206,74937305,53,18,1,39.1,12.6,2.1,5.26578e+06,2.08178e+06,201.682,3.40266,1.24995,5.63173,1.03996,0.196329,0.126087,0.125541,0.125373
hologramImage3565,0009080805D00933,camera206,74938898,54,18,1,39.8,12.6,2.1,4.88424e+06,2.07424e+06,201.461,3.38988,1.2499,5.63194,1.03982,0.194572,0.126051,0.125082,0.125316
hologramImage3566,0009080805D00933,camera206,74940520,55,18,1,40.5,12.6,2.1,6.07064e+06,2.07843e+06,201.501,3.37922,1.25013,5.64103,1.03993,0.194651,0.12599,0.125258,0.12521
hologramImage3567,0009080805D00933,camera206,74942128,56,18,1,41.2,12.6,2.1,7.6078e+06,2.0893e+06,201.206,3.38298,1.25009,5.63561,1.03973,0.194564,0.126005,0.125533,0.125249
hologramImage3568,0009080805D00933,camera206,74943769,57,18,1,41.9,12.6,2.1,5.12726e+06,2.06307e+06,201.346,3.36989,1.25018,5.629,1.03985,0.194743,0.126179,0.125424,0.125399
hologramImage3569,0009080805D00933,camera206,74945356,58,18,1,42.6,12.6,2.1,4.59948e+06,2.08134e+06,201.297,3.38133,1.25056,5.63492,1.04013,0.195229,0.126121,0.126538,0.125337
hologramImage3570,0009080805D00933,camera206,74946977,59,18,1,43.3,12.6,2.1,5.34196e+06,2.07052e+06,201.522,3.38246,1.25029,5.607,1.03972,0.192507,0.125986,0.125311,0.125323
hologramImage3571,0009080805D00933,camera206,74948599,60,18,1,44,12.6,2.1,4.87975e+06,2.07339e+06,201.252,3.38292,1.25019,5.61898,1.03961,0.19536,0.126175,0.125346,0.125384
hologramImage3572,0009080805D00933,camera206,74950215,61,18,1,44.7,12.6,2.1,4.16347e+06,2.07777e+06,201.655,3.37551,1.25088,5.60872,1.04019,0.194642,0.126094,0.125318,0.125346
hologramImage3573,0009080805D00933,camera206,74951825,62,18,1,45.4,12.6,2.1,4.29154e+06,2.07811e+06,201.202,3.38475,1.25051,5.62963,1.0397,0.195544,0.126117,0.125411,0.125402
hologramImage3574,0009080805D00933,camera206,74953441,63,18,1,46.1,12.6,2.1,4.5943e+06,2.08901e+06,201.778,3.37688,1.25078,5.61095,1.03994,0.194491,0.126176,0.125387,0.125448
hologramImage3575,0009080805D00933,camera206,74955046,64,18,1,46.8,12.6,2.1,4.15481e+06,2.08735e+06,201.673,3.39317,1.25077,5.62852,1.03977,0.195169,0.126137,0.125251,0.125417
hologramImage3576,0009080805D00933,camera206,74966144,0,19,1,2,13.3,2.1,5.10592e+06,2.06697e+06,201.127,3.39193,1.2512,5.62624,1.04015,0.194933,0.125995,0.125404,0.125199
hologramImage3577,0009080805D00933,camera206,74967756,1,19,1,2.7,13.3,2.1,5.05588e+06,2.06728e+06,201.506,3.37927,1.23619,5.59285,1.03913,0.194984,0.125875,0.125279,0.125144
hologramImage3578,0009080805D00933,camera206,74969346,2,19,1,3.4,13.3,2.1,4.28263e+06,2.07901e+06,201.81,3.39352,1.23844,5.60534,1.0402,0.192085,0.125836,0.124377,0.125214
hologramImage3579,0009080805D00933,camera206,74970968,3,19,1,4.1,13.3,2.1,4.23946e+06,2.05115e+06,201.504,3.39252,1.23853,5.62295,1.03944,0.195413,0.126008,0.124528,0.125264
hologramImage3580,0009080805D00933,camera206,74972589,4,19,1,4.8,13.3,2.1,4.83179e+06,2.0485e+06,200.642,3.38668,1.23989,5.60993,1.03999,0.195803,0.126028,0.125358,0.125267
